0.287, 0.9579
0.2258, 0.9742
0.1902, 0.9817
0.1632, 0.9866
0.1477, 0.989
0.0137, 0.9999
0.0095, 1
0.0071, 1
-0.0873, 0.9962
-0.0948, 0.9955
-0.1288, 0.9917
-0.2094, 0.9778
-0.3058, 0.9521
-0.3312, 0.9436
-0.3473, 0.9378
-0.3778, 0.9259
-0.3934, 0.9194
-0.3955, 0.9185
-0.4357, 0.9001
-0.4375, 0.8992
-0.4585, 0.8887
-0.4901, 0.8717
-0.5557, 0.8314
-0.5749, 0.8182
-0.5903, 0.8072
-0.6118, 0.791
-0.6421, 0.7666
-0.6457, 0.7636
-0.6516, 0.7586
-0.6742, 0.7386
-0.7338, 0.6793
-0.7342, 0.6789
-0.7402, 0.6723
-0.7532, 0.6578
-0.7532, 0.6578
-0.7595, 0.6505
-0.7628, 0.6466
-0.814, 0.5808
-0.8324, 0.5541
-0.8821, 0.4711
-0.8962, 0.4437
-0.9131, 0.4077
-0.9327, 0.3607
-0.9614, 0.275
-0.9785, 0.2061
-0.9787, 0.2055
-0.9821, 0.1884
-0.9954, 0.0954
-0.9957, 0.0923
-0.9962, 0.0871
-0.9983, 0.0588
-0.9992, 0.0401
-0.9997, 0.0257
-0.9999, -0.0123
-0.9998, -0.0195
-0.9986, -0.052
-0.9968, -0.0805
-0.9848, -0.1739
-0.9798, -0.2
-0.9766, -0.2153
-0.9728, -0.2316
-0.9671, -0.2542
-0.9627, -0.2707
-0.9603, -0.2791
-0.9056, -0.4242
-0.9024, -0.4309
-0.8769, -0.4806
-0.8301, -0.5576
-0.8193, -0.5733
-0.7937, -0.6083
-0.7886, -0.6149
-0.7837, -0.6212
-0.7732, -0.6342
-0.7545, -0.6563
-0.7034, -0.7108
-0.6737, -0.739
-0.6449, -0.7643
-0.6431, -0.7658
-0.5896, -0.8077
-0.5809, -0.814
-0.5743, -0.8186
-0.5625, -0.8268
-0.5447, -0.8387
-0.5434, -0.8395
-0.538, -0.8429
-0.5167, -0.8562
-0.4863, -0.8738
-0.4797, -0.8774
-0.441, -0.8975
-0.4094, -0.9123
-0.4045, -0.9145
-0.4003, -0.9164
-0.3778, -0.9259
-0.3587, -0.9334
-0.3412, -0.94
-0.3257, -0.9455
-0.3214, -0.9469
-0.3151, -0.9491
-0.2817, -0.9595
-0.2381, -0.9712
-0.1654, -0.9862
-0.1572, -0.9876
-0.1565, -0.9877
-0.139, -0.9903
-0.0595, -0.9982
-0.0426, -0.9991
-0.0205, -0.9998
0.1129, -0.9936
0.116, -0.9932
0.1235, -0.9923
0.13, -0.9915
0.1529, -0.9882
0.1663, -0.9861
0.2019, -0.9794
0.2122, -0.9772
0.2438, -0.9698
0.2667, -0.9638
0.288, -0.9576
0.2958, -0.9553
0.3329, -0.9429
0.36, -0.933
0.3726, -0.928
0.3737, -0.9275
0.3911, -0.9203
0.3982, -0.9173
0.4246, -0.9054
0.4275, -0.904
0.4541, -0.8909
0.4614, -0.8872
0.4838, -0.8752
0.5926, -0.8055
0.6223, -0.7828
0.634, -0.7734
0.6646, -0.7472
0.7112, -0.703
0.7112, -0.703
0.7383, -0.6745
0.7571, -0.6533
0.764, -0.6452
0.7716, -0.636
0.7741, -0.633
0.7824, -0.6228
0.8055, -0.5926
0.8058, -0.5921
0.8766, -0.4813
0.8916, -0.4528
0.8975, -0.441
0.9066, -0.422
0.9074, -0.4204
0.9407, -0.3392
0.9456, -0.3253
0.9581, -0.2863
0.965, -0.2622
0.9652, -0.2616
0.9782, -0.2075
0.9808, -0.1952
0.9858, -0.1682
0.9907, -0.1362
0.9916, -0.1295
0.9961, -0.0881
0.9963, -0.0858
0.9974, -0.0718
0.9998, 0.0223
0.999, 0.0437
0.9988, 0.0499
0.9986, 0.0519
0.992, 0.1265
0.9873, 0.159
0.9613, 0.2756
0.9584, 0.2854
0.9522, 0.3054
0.947, 0.3213
0.8983, 0.4394
0.8981, 0.4398
0.8958, 0.4445
0.8727, 0.4883
0.8679, 0.4968
0.8384, 0.545
0.8341, 0.5516
0.7966, 0.6045
0.7863, 0.6179
0.769, 0.6392
0.734, 0.6792
0.7213, 0.6926
0.7042, 0.71
0.7002, 0.714
0.6886, 0.7251
0.6232, 0.7821
0.607, 0.7947
0.575, 0.8181
0.5735, 0.8192
0.5499, 0.8353
0.4226, 0.9063
0.4146, 0.91
0.3858, 0.9226
0.366, 0.9306
0.3627, 0.9319
0.3532, 0.9355
0.3476, 0.9376
0.3135, 0.9496
0.287, 0.9579
